text,label,word_count,cleaned_text,tokens,token_count,predicted,correct,predicted_name,actual_name
CORRECT: Tapestry Q2 Kate Spade sales $430 mln vs. $428 mln; FactSet consensus $420.4 mln,1,15,correct tapestry q2 kate spade sales $430 mln vs. $428 mln factset consensus $420.4 mln,"['correct', 'tapestry', 'q2', 'kate', 'spade', 'sales', '$430', 'mln', 'vs', '$428', 'mln', 'factset', 'consensus', '$420.4', 'mln']",15,2,False,Neutral,Bullish
Atlantic Storm Poised to Send Europe to New Wind Power Records,2,11,atlantic storm poised to send europe to new wind power records,"['atlantic', 'storm', 'poised', 'to', 'send', 'europe', 'to', 'new', 'wind', 'power', 'records']",11,1,False,Bullish,Neutral
"The West is failing to meet China’s state-driven push for greater global influence, ex-U.S. trade chief says https://t.co/RNfk4NDUgf",2,18,"the west is failing to meet china s state-driven push for greater global influence, ex-u.s. trade chief says","['the', 'west', 'is', 'failing', 'to', 'meet', 'china', 's', 'state-driven', 'push', 'for', 'greater', 'global', 'influence', 'ex-u.s', 'trade', 'chief', 'says']",18,0,False,Bearish,Neutral
$ACST stock is flagging on the hourly chart. A break of 78c could sent it immediately to the gap zone around $1 Big... https://t.co/dRjmQt88M7,2,24,$ACST stock is flagging on the hourly chart. a break of 78c could sent it immediately to the gap zone around $1 big...,"['$ACST', 'stock', 'is', 'flagging', 'on', 'the', 'hourly', 'chart', 'a', 'break', 'of', '78c', 'could', 'sent', 'it', 'immediately', 'to', 'the', 'gap', 'zone', 'around', '$1', 'big']",23,0,False,Bearish,Neutral
Target has morphed into a model for how to avoid the retail apocalypse https://t.co/LY3p19otVo,1,14,target has morphed into a model for how to avoid the retail apocalypse,"['target', 'has', 'morphed', 'into', 'a', 'model', 'for', 'how', 'to', 'avoid', 'the', 'retail', 'apocalypse']",13,2,False,Neutral,Bullish
Albemarle CEO sees strong long-term lithium demand,2,7,albemarle ceo sees strong long-term lithium demand,"['albemarle', 'ceo', 'sees', 'strong', 'long-term', 'lithium', 'demand']",7,1,False,Bullish,Neutral
Thiel driving FB division on political ads - WSJ,0,9,thiel driving fb division on political ads - wsj,"['thiel', 'driving', 'fb', 'division', 'on', 'political', 'ads', '-', 'wsj']",9,2,False,Neutral,Bearish
"Tonight's business headlines: ▪ US markets close higher, but post weekly losses ▪ Tesla shares down after unveilin… https://t.co/xdMDJAj4XI",2,19,"tonight's business headlines us markets close higher, but post weekly losses tesla shares down after unveilin","[""tonight's"", 'business', 'headlines', 'us', 'markets', 'close', 'higher', 'but', 'post', 'weekly', 'losses', 'tesla', 'shares', 'down', 'after', 'unveilin']",16,0,False,Bearish,Neutral
Black Friday darker for some retail stocks than others,2,9,black friday darker for some retail stocks than others,"['black', 'friday', 'darker', 'for', 'some', 'retail', 'stocks', 'than', 'others']",9,0,False,Bearish,Neutral
Stocks mixed on choppy trading day https://t.co/UTpt8KyZzi by @heidi_chung https://t.co/FAsMkTHEbL,2,10,stocks mixed on choppy trading day by,"['stocks', 'mixed', 'on', 'choppy', 'trading', 'day', 'by']",7,0,False,Bearish,Neutral
"BP plans deep cuts to its carbon emissions by 2050, setting one of the oil sector's most ambitious targets, as part… https://t.co/3AcE3mzTVW",2,22,"bp plans deep cuts to its carbon emissions by 2050, setting one of the oil sector's most ambitious targets, as part","['bp', 'plans', 'deep', 'cuts', 'to', 'its', 'carbon', 'emissions', 'by', '2050', 'setting', 'one', 'of', 'the', 'oil', ""sector's"", 'most', 'ambitious', 'targets', 'as', 'part']",21,0,False,Bearish,Neutral
Vanguard Real Estate $VNQ sweep buys 4450 January $60 puts to open $4.90 to $5 offers after it retested a key support break this week,0,25,vanguard real estate $VNQ sweep buys 4450 january $60 puts to open $4.90 to $5 offers after it retested a key support break this week,"['vanguard', 'real', 'estate', '$VNQ', 'sweep', 'buys', '4450', 'january', '$60', 'puts', 'to', 'open', '$4.90', 'to', '$5', 'offers', 'after', 'it', 'retested', 'a', 'key', 'support', 'break', 'this', 'week']",25,2,False,Neutral,Bearish
Tesla just unveiled its first electric pickup: The Cybertruck. The truck boasts 300 miles of range and will come wi… https://t.co/uuFv0hiumU,2,21,tesla just unveiled its first electric pickup the cybertruck. the truck boasts 300 miles of range and will come wi,"['tesla', 'just', 'unveiled', 'its', 'first', 'electric', 'pickup', 'the', 'cybertruck', 'the', 'truck', 'boasts', '300', 'miles', 'of', 'range', 'and', 'will', 'come', 'wi']",20,1,False,Bullish,Neutral
Why MTY Food Group Inc.'s (TSE:MTY) High P/E Ratio Isn't Necessarily A Bad Thing,1,14,why mty food group inc.'s tse mty high p e ratio isn't necessarily a bad thing,"['why', 'mty', 'food', 'group', ""inc.'s"", 'tse', 'mty', 'high', 'p', 'e', 'ratio', ""isn't"", 'necessarily', 'a', 'bad', 'thing']",16,2,False,Neutral,Bullish
Futures traders are no longer fully pricing in a quarter-point cut from the Federal Reserve next year after the U.S… https://t.co/iiGPzuKrF6,2,21,futures traders are no longer fully pricing in a quarter-point cut from the federal reserve next year after the u.s,"['futures', 'traders', 'are', 'no', 'longer', 'fully', 'pricing', 'in', 'a', 'quarter-point', 'cut', 'from', 'the', 'federal', 'reserve', 'next', 'year', 'after', 'the', 'u.s']",20,0,False,Bearish,Neutral
"""A Once In A Decade Divergence"" Warns This Global Macro Fund https://t.co/q2i7nMOsdB",0,12,a once in a decade divergence warns this global macro fund,"['a', 'once', 'in', 'a', 'decade', 'divergence', 'warns', 'this', 'global', 'macro', 'fund']",11,2,False,Neutral,Bearish
Is Ben & Jerry's misleading consumers? Lawsuit says 'happy cow' representation not quite true,0,14,is ben jerry's misleading consumers lawsuit says 'happy cow' representation not quite true,"['is', 'ben', ""jerry's"", 'misleading', 'consumers', 'lawsuit', 'says', ""'happy"", ""cow'"", 'representation', 'not', 'quite', 'true']",13,2,False,Neutral,Bearish
$SCANX: Gapping up https://t.co/I0UV1lISJU,1,4,$SCANX gapping up,"['$SCANX', 'gapping', 'up']",3,2,False,Neutral,Bullish
A Little Less Trade Uncertainty as 2019 Winds Down: Economy Week,1,11,a little less trade uncertainty as 2019 winds down economy week,"['a', 'little', 'less', 'trade', 'uncertainty', 'as', '2019', 'winds', 'down', 'economy', 'week']",11,2,False,Neutral,Bullish
"Crude oil futures rise, but support seen weak #crudeoil #matprem #MarketScreener https://t.co/eQjD8yUBJ6 https://t.co/c2vI3soF9F",2,13,"crude oil futures rise, but support seen weak crudeoil matprem marketscreener","['crude', 'oil', 'futures', 'rise', 'but', 'support', 'seen', 'weak', 'crudeoil', 'matprem', 'marketscreener']",11,0,False,Bearish,Neutral
"Tim Berners-Lee, the inventor of the world wide web, has warned of a ""digital dystopia"" if the world fails to tackl… https://t.co/xrFQSeqxPu",2,22,"tim berners-lee, the inventor of the world wide web, has warned of a digital dystopia if the world fails to tackl","['tim', 'berners-lee', 'the', 'inventor', 'of', 'the', 'world', 'wide', 'web', 'has', 'warned', 'of', 'a', 'digital', 'dystopia', 'if', 'the', 'world', 'fails', 'to', 'tackl']",21,0,False,Bearish,Neutral
#SouthAfrica suffers among the highest levels of inequality in the world. #Inequality manifests itself through a sk... https://t.co/388qLKScln,2,18,southafrica suffers among the highest levels of inequality in the world. inequality manifests itself through a sk...,"['southafrica', 'suffers', 'among', 'the', 'highest', 'levels', 'of', 'inequality', 'in', 'the', 'world', 'inequality', 'manifests', 'itself', 'through', 'a', 'sk']",17,0,False,Bearish,Neutral
Germany’s Climate Targets at Risk After Underestimating Electricity Needs,2,9,germany s climate targets at risk after underestimating electricity needs,"['germany', 's', 'climate', 'targets', 'at', 'risk', 'after', 'underestimating', 'electricity', 'needs']",10,0,False,Bearish,Neutral
"$MYO $YTEN - BHVN, JE among premarket losers https://t.co/a4N8cG2Jq6",0,9,"$MYO $YTEN - bhvn, je among premarket losers","['$MYO', '$YTEN', '-', 'bhvn', 'je', 'among', 'premarket', 'losers']",8,2,False,Neutral,Bearish
Global Medical REIT adds another bull to its herd,2,9,global medical reit adds another bull to its herd,"['global', 'medical', 'reit', 'adds', 'another', 'bull', 'to', 'its', 'herd']",9,1,False,Bullish,Neutral
‘Frozen 2’ Breaks Box Office Records With $350 Million Worldwide Debut $DIS https://t.co/Nq3IE3viW9,2,13,frozen 2 breaks box office records with $350 million worldwide debut $DIS,"['frozen', '2', 'breaks', 'box', 'office', 'records', 'with', '$350', 'million', 'worldwide', 'debut', '$DIS']",12,1,False,Bullish,Neutral
Cadbury Candy Maker Sees ‘No Stopping of Growth’ in Demand,2,10,cadbury candy maker sees no stopping of growth in demand,"['cadbury', 'candy', 'maker', 'sees', 'no', 'stopping', 'of', 'growth', 'in', 'demand']",10,0,False,Bearish,Neutral
Australia's Jetstar to cut capacity in January as pilots dispute drags on,2,12,australia's jetstar to cut capacity in january as pilots dispute drags on,"[""australia's"", 'jetstar', 'to', 'cut', 'capacity', 'in', 'january', 'as', 'pilots', 'dispute', 'drags', 'on']",12,0,False,Bearish,Neutral
"Banks will need more capital buffers in a downturn, Rosengren says",2,11,"banks will need more capital buffers in a downturn, rosengren says","['banks', 'will', 'need', 'more', 'capital', 'buffers', 'in', 'a', 'downturn', 'rosengren', 'says']",11,0,False,Bearish,Neutral
Stock Market Update: Weekly jobless claims drop below consensus,1,9,stock market update weekly jobless claims drop below consensus,"['stock', 'market', 'update', 'weekly', 'jobless', 'claims', 'drop', 'below', 'consensus']",9,0,False,Bearish,Bullish
Wall Street bull Jim Paulsen sees the economy getting stronger but warns of coming pain,2,15,wall street bull jim paulsen sees the economy getting stronger but warns of coming pain,"['wall', 'street', 'bull', 'jim', 'paulsen', 'sees', 'the', 'economy', 'getting', 'stronger', 'but', 'warns', 'of', 'coming', 'pain']",15,1,False,Bullish,Neutral
Gold Suddenly Hammered By Multi-Billion-Dollar Sale  https://t.co/aZrE20B3DJ,0,7,gold suddenly hammered by multi-billion-dollar sale,"['gold', 'suddenly', 'hammered', 'by', 'multi-billion-dollar', 'sale']",6,2,False,Neutral,Bearish
Newron nabs RPD tag in U.S. for sarizotan for Rett syndrome,2,11,newron nabs rpd tag in u.s. for sarizotan for rett syndrome,"['newron', 'nabs', 'rpd', 'tag', 'in', 'u.s', 'for', 'sarizotan', 'for', 'rett', 'syndrome']",11,1,False,Bullish,Neutral
Maire Tecnimont (BIT:MT) Use Of Debt Could Be Considered Risky,2,10,maire tecnimont bit mt use of debt could be considered risky,"['maire', 'tecnimont', 'bit', 'mt', 'use', 'of', 'debt', 'could', 'be', 'considered', 'risky']",11,0,False,Bearish,Neutral
Why Campbell Soup Company's (NYSE:CPB) High P/E Ratio Isn't Necessarily A Bad Thing,1,13,why campbell soup company's nyse cpb high p e ratio isn't necessarily a bad thing,"['why', 'campbell', 'soup', ""company's"", 'nyse', 'cpb', 'high', 'p', 'e', 'ratio', ""isn't"", 'necessarily', 'a', 'bad', 'thing']",15,0,False,Bearish,Bullish
$VWDRY - Google drops plan to buy stake in Africa's biggest wind park https://t.co/rW0gmfJTVS,2,14,$VWDRY - google drops plan to buy stake in africa's biggest wind park,"['$VWDRY', '-', 'google', 'drops', 'plan', 'to', 'buy', 'stake', 'in', ""africa's"", 'biggest', 'wind', 'park']",13,0,False,Bearish,Neutral
Labour struggles to recapture ‘Red Clydeside’ https://t.co/fFTLbvTGIF,2,7,labour struggles to recapture red clydeside,"['labour', 'struggles', 'to', 'recapture', 'red', 'clydeside']",6,0,False,Bearish,Neutral
OPEC's share of Indian oil imports in October hits lowest since 2011,2,12,opec's share of indian oil imports in october hits lowest since 2011,"[""opec's"", 'share', 'of', 'indian', 'oil', 'imports', 'in', 'october', 'hits', 'lowest', 'since', '2011']",12,0,False,Bearish,Neutral
Hedge Funds Aren’t Done Buying California Water Service Group (CWT),1,10,hedge funds aren t done buying california water service group cwt,"['hedge', 'funds', 'aren', 't', 'done', 'buying', 'california', 'water', 'service', 'group', 'cwt']",11,0,False,Bearish,Bullish
Stock Market Update: Averages Still Mixed,2,6,stock market update averages still mixed,"['stock', 'market', 'update', 'averages', 'still', 'mixed']",6,0,False,Bearish,Neutral
France Won’t Exclude Huawei From 5G Networks: Pannier-Runacher,1,8,france won t exclude huawei from 5g networks pannier-runacher,"['france', 'won', 't', 'exclude', 'huawei', 'from', '5g', 'networks', 'pannier-runacher']",9,2,False,Neutral,Bullish
Extreme Networks board authorizes $100 mln share buyback,1,8,extreme networks board authorizes $100 mln share buyback,"['extreme', 'networks', 'board', 'authorizes', '$100', 'mln', 'share', 'buyback']",8,2,False,Neutral,Bullish
$LNVGY - Lenovo Group: Core PC Business Delivers Strong Performance But Future Growth Could Slow. Read more:… https://t.co/iEiRaxz6Sx,2,18,$LNVGY - lenovo group core pc business delivers strong performance but future growth could slow. read more,"['$LNVGY', '-', 'lenovo', 'group', 'core', 'pc', 'business', 'delivers', 'strong', 'performance', 'but', 'future', 'growth', 'could', 'slow', 'read', 'more']",17,1,False,Bullish,Neutral
The U.K. reports a decline in the number of coronavirus-related deaths for the second day in a row https://t.co/RD7dWLp3kE,2,19,the u.k. reports a decline in the number of coronavirus-related deaths for the second day in a row,"['the', 'u.k', 'reports', 'a', 'decline', 'in', 'the', 'number', 'of', 'coronavirus-related', 'deaths', 'for', 'the', 'second', 'day', 'in', 'a', 'row']",18,0,False,Bearish,Neutral
America’s states are increasing their spending at the fastest pace since the end of the Great Recession https://t.co/TbYaIrKXGO,1,18,america s states are increasing their spending at the fastest pace since the end of the great recession,"['america', 's', 'states', 'are', 'increasing', 'their', 'spending', 'at', 'the', 'fastest', 'pace', 'since', 'the', 'end', 'of', 'the', 'great', 'recession']",18,2,False,Neutral,Bullish
"Stocks indexes edge higher for the day, lower for the week https://t.co/BRAUhY2mLn",2,12,"stocks indexes edge higher for the day, lower for the week","['stocks', 'indexes', 'edge', 'higher', 'for', 'the', 'day', 'lower', 'for', 'the', 'week']",11,0,False,Bearish,Neutral
"$GLD $IAU $PHYS - Gold creeps towards $1,600 as market jitters rise https://t.co/2pJU2fk8cl",1,13,"$GLD $IAU $PHYS - gold creeps towards $1,600 as market jitters rise","['$GLD', '$IAU', '$PHYS', '-', 'gold', 'creeps', 'towards', '$1,600', 'as', 'market', 'jitters', 'rise']",12,0,False,Bearish,Bullish
A Chinese move on intellectual property is a promising sign for trade talks. The Open panel discusses… https://t.co/K7sRyhXOtB,1,18,a chinese move on intellectual property is a promising sign for trade talks. the open panel discusses,"['a', 'chinese', 'move', 'on', 'intellectual', 'property', 'is', 'a', 'promising', 'sign', 'for', 'trade', 'talks', 'the', 'open', 'panel', 'discusses']",17,2,False,Neutral,Bullish
Fun fact: there are about 35 million people still in credit-card debt from last year’s round of holiday shopping. H… https://t.co/jCGa4zu6Nl,0,21,fun fact there are about 35 million people still in credit-card debt from last year s round of holiday shopping. h,"['fun', 'fact', 'there', 'are', 'about', '35', 'million', 'people', 'still', 'in', 'credit-card', 'debt', 'from', 'last', 'year', 's', 'round', 'of', 'holiday', 'shopping', 'h']",21,2,False,Neutral,Bearish
Growing investor interest in space,1,5,growing investor interest in space,"['growing', 'investor', 'interest', 'in', 'space']",5,2,False,Neutral,Bullish
"S&P, Dow fall as Nasdaq inches up",2,7,"s p, dow fall as nasdaq inches up","['s', 'p', 'dow', 'fall', 'as', 'nasdaq', 'inches', 'up']",8,0,False,Bearish,Neutral
Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,2,11,stocks finish mixed as nasdaq logs third consecutive all-time closing high,"['stocks', 'finish', 'mixed', 'as', 'nasdaq', 'logs', 'third', 'consecutive', 'all-time', 'closing', 'high']",11,0,False,Bearish,Neutral
Top Momentum Set-ups for tomorrow; $CRUS $VIPS $RNG $ZBRA $RAD  1. What is swing trading? 2. The short-term edge ac… https://t.co/Qvji8I7VtE,2,21,top momentum set-ups for tomorrow $CRUS $VIPS $RNG $ZBRA $RAD 1. what is swing trading 2. the short-term edge ac,"['top', 'momentum', 'set-ups', 'for', 'tomorrow', '$CRUS', '$VIPS', '$RNG', '$ZBRA', '$RAD', '1', 'what', 'is', 'swing', 'trading', '2', 'the', 'short-term', 'edge', 'ac']",20,1,False,Bullish,Neutral
$GTX: Garrett Motion withdraws FY 20 guidance https://t.co/FcJ3is9qU4,0,8,$GTX garrett motion withdraws fy 20 guidance,"['$GTX', 'garrett', 'motion', 'withdraws', 'fy', '20', 'guidance']",7,2,False,Neutral,Bearish
"It's been a year of buzzkills for the legal cannabis industry. Here are this year's biggest offenders (and yes, Can… https://t.co/eGnsYfczFC",2,21,"it's been a year of buzzkills for the legal cannabis industry. here are this year's biggest offenders and yes, can","[""it's"", 'been', 'a', 'year', 'of', 'buzzkills', 'for', 'the', 'legal', 'cannabis', 'industry', 'here', 'are', 'this', ""year's"", 'biggest', 'offenders', 'and', 'yes', 'can']",20,1,False,Bullish,Neutral
Apple Averted An iPhone Fiasco With Phase 1 Trade Deal,1,10,apple averted an iphone fiasco with phase 1 trade deal,"['apple', 'averted', 'an', 'iphone', 'fiasco', 'with', 'phase', '1', 'trade', 'deal']",10,2,False,Neutral,Bullish
"Eagle Point NII in-line, misses on total investment income",2,9,"eagle point nii in-line, misses on total investment income","['eagle', 'point', 'nii', 'in-line', 'misses', 'on', 'total', 'investment', 'income']",9,0,False,Bearish,Neutral
Stock Market Update: S&P 500 Playing For Second Place On Monday,2,11,stock market update s p 500 playing for second place on monday,"['stock', 'market', 'update', 's', 'p', '500', 'playing', 'for', 'second', 'place', 'on', 'monday']",12,1,False,Bullish,Neutral
UAE stimulus to help bank liquidity but may increase problem loans - Moody's #economy #MarketScreener… https://t.co/8rGhax4y8C,0,16,uae stimulus to help bank liquidity but may increase problem loans - moody's economy marketscreener,"['uae', 'stimulus', 'to', 'help', 'bank', 'liquidity', 'but', 'may', 'increase', 'problem', 'loans', '-', ""moody's"", 'economy', 'marketscreener']",15,1,False,Bullish,Bearish
U.S. Claims for Jobless Benefits Fall to Lowest Since April,1,10,u.s. claims for jobless benefits fall to lowest since april,"['u.s', 'claims', 'for', 'jobless', 'benefits', 'fall', 'to', 'lowest', 'since', 'april']",10,0,False,Bearish,Bullish
