text,label,word_count,cleaned_text,tokens,token_count,predicted,correct,predicted_name,actual_name
$SEAC (-20.1% pre) SeaChange International Reports Fourth Quarter and Fiscal Year 2020 Financial Results - Accesswi… https://t.co/ZvnpKTeTnm,0,17,$SEAC -20.1% pre seachange international reports fourth quarter and fiscal year 2020 financial results - accesswi,"['$SEAC', '-20.1%', 'pre', 'seachange', 'international', 'reports', 'fourth', 'quarter', 'and', 'fiscal', 'year', '2020', 'financial', 'results', '-', 'accesswi']",16,2,False,Neutral,Bearish
"Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays"" https://t.co/KK7SgNSh1E",0,13,"forget 'ides of march', washington 'storms of december' loom over the holidays","['forget', ""'ides"", 'of', ""march'"", 'washington', ""'storms"", 'of', ""december'"", 'loom', 'over', 'the', 'holidays']",12,2,False,Neutral,Bearish
"Leave with this --&gt;  It is only failure if you stay down after the fall.  Get back up, dust yourself off and start anew.",2,24,"leave with this -- it is only failure if you stay down after the fall. get back up, dust yourself off and start anew.","['leave', 'with', 'this', '--', 'it', 'is', 'only', 'failure', 'if', 'you', 'stay', 'down', 'after', 'the', 'fall', 'get', 'back', 'up', 'dust', 'yourself', 'off', 'and', 'start', 'anew']",24,0,False,Bearish,Neutral
Indonesia's Jokowi Warns of Economic Calamity From Forest Fires,2,9,indonesia's jokowi warns of economic calamity from forest fires,"[""indonesia's"", 'jokowi', 'warns', 'of', 'economic', 'calamity', 'from', 'forest', 'fires']",9,0,False,Bearish,Neutral
Burger King faces class action over Impossible Whooper,0,8,burger king faces class action over impossible whooper,"['burger', 'king', 'faces', 'class', 'action', 'over', 'impossible', 'whooper']",8,2,False,Neutral,Bearish
$LK - Citron and Muddy Waters at odds over Luckin Coffeee https://t.co/gkLLQ0bBQA,0,12,$LK - citron and muddy waters at odds over luckin coffeee,"['$LK', '-', 'citron', 'and', 'muddy', 'waters', 'at', 'odds', 'over', 'luckin', 'coffeee']",11,2,False,Neutral,Bearish
FCC Bigfoots Satellite Companies,0,4,fcc bigfoots satellite companies,"['fcc', 'bigfoots', 'satellite', 'companies']",4,2,False,Neutral,Bearish
TA Page SetUps: Slack $WORK: Dip-buying post-earnings could be an early read into a possible supply/demand shift-- https://t.co/v6W481eUIm,2,18,ta page setups slack $WORK dip-buying post-earnings could be an early read into a possible supply demand shift--,"['ta', 'page', 'setups', 'slack', '$WORK', 'dip-buying', 'post-earnings', 'could', 'be', 'an', 'early', 'read', 'into', 'a', 'possible', 'supply', 'demand', 'shift--']",18,0,False,Bearish,Neutral
$SLB - Schlumberger: Value Beginning To Emerge After Shares Halved Yet Again. https://t.co/KSbxamZPBa #stockmarket #stocks #business,1,16,$SLB - schlumberger value beginning to emerge after shares halved yet again. stockmarket stocks business,"['$SLB', '-', 'schlumberger', 'value', 'beginning', 'to', 'emerge', 'after', 'shares', 'halved', 'yet', 'again', 'stockmarket', 'stocks', 'business']",15,0,False,Bearish,Bullish
Trucking companies failing at nearly triple the rate of 2018,0,10,trucking companies failing at nearly triple the rate of 2018,"['trucking', 'companies', 'failing', 'at', 'nearly', 'triple', 'the', 'rate', 'of', '2018']",10,2,False,Neutral,Bearish
China debates drastically reducing or even abandoning its economic growth target https://t.co/teaFgtMN0p,0,12,china debates drastically reducing or even abandoning its economic growth target,"['china', 'debates', 'drastically', 'reducing', 'or', 'even', 'abandoning', 'its', 'economic', 'growth', 'target']",11,1,False,Bullish,Bearish
"Most Saudi Arabian banking stocks climbed, even as the main local gauge fell, ahead of Saudi Aramco’s giant listing https://t.co/mynKhbSGvk",1,20,"most saudi arabian banking stocks climbed, even as the main local gauge fell, ahead of saudi aramco s giant listing","['most', 'saudi', 'arabian', 'banking', 'stocks', 'climbed', 'even', 'as', 'the', 'main', 'local', 'gauge', 'fell', 'ahead', 'of', 'saudi', 'aramco', 's', 'giant', 'listing']",20,2,False,Neutral,Bullish
Hedge Funds Piling Into AudioCodes Ltd. (AUDC),1,7,hedge funds piling into audiocodes ltd. audc,"['hedge', 'funds', 'piling', 'into', 'audiocodes', 'ltd', 'audc']",7,2,False,Neutral,Bullish
"Utilities 'the most underappreciated sector,' T. Rowe Price analyst says",2,10,"utilities 'the most underappreciated sector,' t. rowe price analyst says","['utilities', ""'the"", 'most', 'underappreciated', ""sector,'"", 't', 'rowe', 'price', 'analyst', 'says']",10,0,False,Bearish,Neutral
"Elon Musk says Tesla has 187,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/AtBQDgnjUP",1,19,"elon musk says tesla has 187,000 orders for its cybertruck, less than 48 hours after the broken-glass reveal","['elon', 'musk', 'says', 'tesla', 'has', '187,000', 'orders', 'for', 'its', 'cybertruck', 'less', 'than', '48', 'hours', 'after', 'the', 'broken-glass', 'reveal']",18,0,False,Bearish,Bullish
"Biggest analyst calls of the day: Broadcom, AT&T, MSG Networks & more",2,12,"biggest analyst calls of the day broadcom, at t, msg networks more","['biggest', 'analyst', 'calls', 'of', 'the', 'day', 'broadcom', 'at', 't', 'msg', 'networks', 'more']",12,1,False,Bullish,Neutral
Shale gas producers have a lot of problems. Count hog manure and chicken guts among them. https://t.co/tAbbumYJj5,0,17,shale gas producers have a lot of problems. count hog manure and chicken guts among them.,"['shale', 'gas', 'producers', 'have', 'a', 'lot', 'of', 'problems', 'count', 'hog', 'manure', 'and', 'chicken', 'guts', 'among', 'them']",16,2,False,Neutral,Bearish
"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",2,24,"us indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016 bofa","['us', 'indices', 'are', 'having', 'the', 'best', 'year', 'since', '2013', 'but', 'large', 'cap', 'active', 'funds', 'are', 'poised', 'to', 'see', 'the', 'worst', 'year', 'since', '2016', 'bofa']",24,1,False,Bullish,Neutral
"$PH - After A 20% Gain, Parker-Hannifin Is No Longer Attractive. Follow this and any other stock on Seeking Alpha!… https://t.co/ULf43yNaUz",0,21,"$PH - after a 20% gain, parker-hannifin is no longer attractive. follow this and any other stock on seeking alpha","['$PH', '-', 'after', 'a', '20%', 'gain', 'parker-hannifin', 'is', 'no', 'longer', 'attractive', 'follow', 'this', 'and', 'any', 'other', 'stock', 'on', 'seeking', 'alpha']",20,1,False,Bullish,Bearish
UPDATE 1-FDA declines to approve Adamis Pharma's Zimhi to treat opioid overdose,0,12,update 1-fda declines to approve adamis pharma's zimhi to treat opioid overdose,"['update', '1-fda', 'declines', 'to', 'approve', 'adamis', ""pharma's"", 'zimhi', 'to', 'treat', 'opioid', 'overdose']",12,1,False,Bullish,Bearish
Iranian Strike on U.S. Forces Roils Markets #index #MarketScreener https://t.co/fU5DTtl5Q5 https://t.co/JQHmnd54oH,0,11,iranian strike on u.s. forces roils markets index marketscreener,"['iranian', 'strike', 'on', 'u.s', 'forces', 'roils', 'markets', 'index', 'marketscreener']",9,2,False,Neutral,Bearish
$TRQ - Turquoise Hill: Strong Headwinds Ahead Of 2020. https://t.co/hIdbSHXWA7 #trading #business #finance,0,13,$TRQ - turquoise hill strong headwinds ahead of 2020. trading business finance,"['$TRQ', '-', 'turquoise', 'hill', 'strong', 'headwinds', 'ahead', 'of', '2020', 'trading', 'business', 'finance']",12,1,False,Bullish,Bearish
"Amazon sites could be added to ""Notorious Markets"" list https://t.co/D4yF7dMZzO https://t.co/2kkqzvUdVl",2,11,amazon sites could be added to notorious markets list,"['amazon', 'sites', 'could', 'be', 'added', 'to', 'notorious', 'markets', 'list']",9,1,False,Bullish,Neutral
"Yellen Blames ""Enormous Debt And Buybacks"" For Coming Default Wave; Morgan Stanley Says It's All The Fed's Fault  https://t.co/Ed0jVBpmhZ",0,19,yellen blames enormous debt and buybacks for coming default wave morgan stanley says it's all the fed's fault,"['yellen', 'blames', 'enormous', 'debt', 'and', 'buybacks', 'for', 'coming', 'default', 'wave', 'morgan', 'stanley', 'says', ""it's"", 'all', 'the', ""fed's"", 'fault']",18,2,False,Neutral,Bearish
Ford shakes up top management 3 days after weak profit outlook,0,11,ford shakes up top management 3 days after weak profit outlook,"['ford', 'shakes', 'up', 'top', 'management', '3', 'days', 'after', 'weak', 'profit', 'outlook']",11,1,False,Bullish,Bearish
"Leafly Jobs Report: Cannabis is the fastest-growing American industry, surpassing 240,000 jobs",1,12,"leafly jobs report cannabis is the fastest-growing american industry, surpassing 240,000 jobs","['leafly', 'jobs', 'report', 'cannabis', 'is', 'the', 'fastest-growing', 'american', 'industry', 'surpassing', '240,000', 'jobs']",12,0,False,Bearish,Bullish
"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp",0,15,"$USO $OIL $UWT - u.s. crude supply rose 6m barrels last week, api says","['$USO', '$OIL', '$UWT', '-', 'u.s', 'crude', 'supply', 'rose', '6m', 'barrels', 'last', 'week', 'api', 'says']",14,1,False,Bullish,Bearish
U.K. Regulator Keeps Energy Price Cap Stable ,2,7,u.k. regulator keeps energy price cap stable,"['u.k', 'regulator', 'keeps', 'energy', 'price', 'cap', 'stable']",7,1,False,Bullish,Neutral
"Stock Market Update: Apple trades in-line with broad market, but other FAANG stocks gain",2,14,"stock market update apple trades in-line with broad market, but other faang stocks gain","['stock', 'market', 'update', 'apple', 'trades', 'in-line', 'with', 'broad', 'market', 'but', 'other', 'faang', 'stocks', 'gain']",14,1,False,Bullish,Neutral
"$BOXL Holding for next week event. Long swing idea. Based on the chart, risk/reward looks favorable. https://t.co/rE1Z7QBdYL",2,17,"$BOXL holding for next week event. long swing idea. based on the chart, risk reward looks favorable.","['$BOXL', 'holding', 'for', 'next', 'week', 'event', 'long', 'swing', 'idea', 'based', 'on', 'the', 'chart', 'risk', 'reward', 'looks', 'favorable']",17,1,False,Bullish,Neutral
Why 51job Shares Dropped 15% Last Month,0,7,why 51job shares dropped 15% last month,"['why', '51job', 'shares', 'dropped', '15%', 'last', 'month']",7,1,False,Bullish,Bearish
"Corporate profits are flat in 2018, S&P is up 24%, or as Goldman says ""these returns likely would not have been pos… https://t.co/3FNHDnb4Ov",2,23,"corporate profits are flat in 2018, s p is up 24%, or as goldman says these returns likely would not have been pos","['corporate', 'profits', 'are', 'flat', 'in', '2018', 's', 'p', 'is', 'up', '24%', 'or', 'as', 'goldman', 'says', 'these', 'returns', 'likely', 'would', 'not', 'have', 'been', 'pos']",23,1,False,Bullish,Neutral
Coach Owner Tapestry Sales Top Estimates; Virus Impacts Forecast,1,9,coach owner tapestry sales top estimates virus impacts forecast,"['coach', 'owner', 'tapestry', 'sales', 'top', 'estimates', 'virus', 'impacts', 'forecast']",9,0,False,Bearish,Bullish
$CVX - Chevron prepares to restart oil output on Saudi-Kuwaiti border https://t.co/j8kjIXSngt,1,12,$CVX - chevron prepares to restart oil output on saudi-kuwaiti border,"['$CVX', '-', 'chevron', 'prepares', 'to', 'restart', 'oil', 'output', 'on', 'saudi-kuwaiti', 'border']",11,2,False,Neutral,Bullish
Here's What Analysts Are Forecasting For ConocoPhillips Company After Its Yearly Results,2,12,here's what analysts are forecasting for conocophillips company after its yearly results,"[""here's"", 'what', 'analysts', 'are', 'forecasting', 'for', 'conocophillips', 'company', 'after', 'its', 'yearly', 'results']",12,0,False,Bearish,Neutral
"$SP500 - The Bubble: Bigger, Fatter, Uglier. https://t.co/XSkbRhLMmg #stocks #stockmarket #finance",0,11,"$sp500 - the bubble bigger, fatter, uglier. stocks stockmarket finance","['$sp500', '-', 'the', 'bubble', 'bigger', 'fatter', 'uglier', 'stocks', 'stockmarket', 'finance']",10,2,False,Neutral,Bearish
Canadian official's email saying 737 MAX software must go reflects 'working-level' view - regulator #economy… https://t.co/YsadNU9YM7,2,16,canadian official's email saying 737 max software must go reflects 'working-level' view - regulator economy,"['canadian', ""official's"", 'email', 'saying', '737', 'max', 'software', 'must', 'go', 'reflects', ""'working-level'"", 'view', '-', 'regulator', 'economy']",15,0,False,Bearish,Neutral
"'Things are normalizing': ETF market action is 'encouraging' despite economic worries, investor says (via… https://t.co/8KwoMqVoHA",1,15,"'things are normalizing' etf market action is 'encouraging' despite economic worries, investor says via","[""'things"", 'are', ""normalizing'"", 'etf', 'market', 'action', 'is', ""'encouraging'"", 'despite', 'economic', 'worries', 'investor', 'says', 'via']",14,0,False,Bearish,Bullish
Brazilian real spikes after BCB signals rate cut pause,1,9,brazilian real spikes after bcb signals rate cut pause,"['brazilian', 'real', 'spikes', 'after', 'bcb', 'signals', 'rate', 'cut', 'pause']",9,0,False,Bearish,Bullish
Target has morphed into a model for how to avoid the retail apocalypse https://t.co/LY3p19otVo,1,14,target has morphed into a model for how to avoid the retail apocalypse,"['target', 'has', 'morphed', 'into', 'a', 'model', 'for', 'how', 'to', 'avoid', 'the', 'retail', 'apocalypse']",13,2,False,Neutral,Bullish
Albemarle CEO sees strong long-term lithium demand,2,7,albemarle ceo sees strong long-term lithium demand,"['albemarle', 'ceo', 'sees', 'strong', 'long-term', 'lithium', 'demand']",7,1,False,Bullish,Neutral
Thiel driving FB division on political ads - WSJ,0,9,thiel driving fb division on political ads - wsj,"['thiel', 'driving', 'fb', 'division', 'on', 'political', 'ads', '-', 'wsj']",9,2,False,Neutral,Bearish
"Tonight's business headlines: ▪ US markets close higher, but post weekly losses ▪ Tesla shares down after unveilin… https://t.co/xdMDJAj4XI",2,19,"tonight's business headlines us markets close higher, but post weekly losses tesla shares down after unveilin","[""tonight's"", 'business', 'headlines', 'us', 'markets', 'close', 'higher', 'but', 'post', 'weekly', 'losses', 'tesla', 'shares', 'down', 'after', 'unveilin']",16,0,False,Bearish,Neutral
Red Flags Emerge in U.S. Stocks With Insiders Rushing to Sell,0,11,red flags emerge in u.s. stocks with insiders rushing to sell,"['red', 'flags', 'emerge', 'in', 'u.s', 'stocks', 'with', 'insiders', 'rushing', 'to', 'sell']",11,2,False,Neutral,Bearish
"BP plans deep cuts to its carbon emissions by 2050, setting one of the oil sector's most ambitious targets, as part… https://t.co/3AcE3mzTVW",2,22,"bp plans deep cuts to its carbon emissions by 2050, setting one of the oil sector's most ambitious targets, as part","['bp', 'plans', 'deep', 'cuts', 'to', 'its', 'carbon', 'emissions', 'by', '2050', 'setting', 'one', 'of', 'the', 'oil', ""sector's"", 'most', 'ambitious', 'targets', 'as', 'part']",21,0,False,Bearish,Neutral
Vanguard Real Estate $VNQ sweep buys 4450 January $60 puts to open $4.90 to $5 offers after it retested a key support break this week,0,25,vanguard real estate $VNQ sweep buys 4450 january $60 puts to open $4.90 to $5 offers after it retested a key support break this week,"['vanguard', 'real', 'estate', '$VNQ', 'sweep', 'buys', '4450', 'january', '$60', 'puts', 'to', 'open', '$4.90', 'to', '$5', 'offers', 'after', 'it', 'retested', 'a', 'key', 'support', 'break', 'this', 'week']",25,2,False,Neutral,Bearish
Revealing The True Extent Of Exxon’s Natural Gas Blow Out,2,10,revealing the true extent of exxon s natural gas blow out,"['revealing', 'the', 'true', 'extent', 'of', 'exxon', 's', 'natural', 'gas', 'blow', 'out']",11,0,False,Bearish,Neutral
Fashion star Jane Shepherdson joins clothing rental start-up https://t.co/t0GZQaQybl,2,9,fashion star jane shepherdson joins clothing rental start-up,"['fashion', 'star', 'jane', 'shepherdson', 'joins', 'clothing', 'rental', 'start-up']",8,1,False,Bullish,Neutral
3 Top Growth Stocks to Buy in February,2,8,3 top growth stocks to buy in february,"['3', 'top', 'growth', 'stocks', 'to', 'buy', 'in', 'february']",8,1,False,Bullish,Neutral
Why MTY Food Group Inc.'s (TSE:MTY) High P/E Ratio Isn't Necessarily A Bad Thing,1,14,why mty food group inc.'s tse mty high p e ratio isn't necessarily a bad thing,"['why', 'mty', 'food', 'group', ""inc.'s"", 'tse', 'mty', 'high', 'p', 'e', 'ratio', ""isn't"", 'necessarily', 'a', 'bad', 'thing']",16,2,False,Neutral,Bullish
Rally May Stall For Malaysia Stock Market - Nasdaq,0,9,rally may stall for malaysia stock market - nasdaq,"['rally', 'may', 'stall', 'for', 'malaysia', 'stock', 'market', '-', 'nasdaq']",9,1,False,Bullish,Bearish
Futures traders are no longer fully pricing in a quarter-point cut from the Federal Reserve next year after the U.S… https://t.co/iiGPzuKrF6,2,21,futures traders are no longer fully pricing in a quarter-point cut from the federal reserve next year after the u.s,"['futures', 'traders', 'are', 'no', 'longer', 'fully', 'pricing', 'in', 'a', 'quarter-point', 'cut', 'from', 'the', 'federal', 'reserve', 'next', 'year', 'after', 'the', 'u.s']",20,0,False,Bearish,Neutral
"Financial markets latched on to figures suggesting that New York's coronavirus cases may have plateaued. As it is,… https://t.co/dUi7TdhmVj",1,19,"financial markets latched on to figures suggesting that new york's coronavirus cases may have plateaued. as it is,","['financial', 'markets', 'latched', 'on', 'to', 'figures', 'suggesting', 'that', 'new', ""york's"", 'coronavirus', 'cases', 'may', 'have', 'plateaued', 'as', 'it', 'is']",18,2,False,Neutral,Bullish
Skechers Stock Pops on Encouraging Earnings: What You Need to Know,1,11,skechers stock pops on encouraging earnings what you need to know,"['skechers', 'stock', 'pops', 'on', 'encouraging', 'earnings', 'what', 'you', 'need', 'to', 'know']",11,2,False,Neutral,Bullish
"U.S. breaks off defence cost talks, as South Korea balks at $5 billion demand",2,14,"u.s. breaks off defence cost talks, as south korea balks at $5 billion demand","['u.s', 'breaks', 'off', 'defence', 'cost', 'talks', 'as', 'south', 'korea', 'balks', 'at', '$5', 'billion', 'demand']",14,0,False,Bearish,Neutral
Boeing scraps for deals at Dubai Air Show,2,8,boeing scraps for deals at dubai air show,"['boeing', 'scraps', 'for', 'deals', 'at', 'dubai', 'air', 'show']",8,0,False,Bearish,Neutral
China LNG Force Majeure Rejected as Virus Chaos Sparks Dispute,2,10,china lng force majeure rejected as virus chaos sparks dispute,"['china', 'lng', 'force', 'majeure', 'rejected', 'as', 'virus', 'chaos', 'sparks', 'dispute']",10,0,False,Bearish,Neutral
"A California city designed as an anti-wildfire fortress is at risk of burning to the ground
https://t.co/zYaw65Q0cg",2,17,a california city designed as an anti-wildfire fortress is at risk of burning to the ground,"['a', 'california', 'city', 'designed', 'as', 'an', 'anti-wildfire', 'fortress', 'is', 'at', 'risk', 'of', 'burning', 'to', 'the', 'ground']",16,0,False,Bearish,Neutral
A Little Less Trade Uncertainty as 2019 Winds Down: Economy Week,1,11,a little less trade uncertainty as 2019 winds down economy week,"['a', 'little', 'less', 'trade', 'uncertainty', 'as', '2019', 'winds', 'down', 'economy', 'week']",11,0,False,Bearish,Bullish
"Crude oil futures rise, but support seen weak #crudeoil #matprem #MarketScreener https://t.co/eQjD8yUBJ6 https://t.co/c2vI3soF9F",2,13,"crude oil futures rise, but support seen weak crudeoil matprem marketscreener","['crude', 'oil', 'futures', 'rise', 'but', 'support', 'seen', 'weak', 'crudeoil', 'matprem', 'marketscreener']",11,0,False,Bearish,Neutral
"The last time Chinese stocks performed this poorly, the country was in the middle of a massive market meltdown https://t.co/Kzt3Uj0m4Y",0,20,"the last time chinese stocks performed this poorly, the country was in the middle of a massive market meltdown","['the', 'last', 'time', 'chinese', 'stocks', 'performed', 'this', 'poorly', 'the', 'country', 'was', 'in', 'the', 'middle', 'of', 'a', 'massive', 'market', 'meltdown']",19,2,False,Neutral,Bearish
"Apple and Microsoft helped lift the Dow industrials above 28000 for the first time earlier this month, underscoring… https://t.co/r4E08YGhXL",1,19,"apple and microsoft helped lift the dow industrials above 28000 for the first time earlier this month, underscoring","['apple', 'and', 'microsoft', 'helped', 'lift', 'the', 'dow', 'industrials', 'above', '28000', 'for', 'the', 'first', 'time', 'earlier', 'this', 'month', 'underscoring']",18,2,False,Neutral,Bullish
Germany’s Climate Targets at Risk After Underestimating Electricity Needs,2,9,germany s climate targets at risk after underestimating electricity needs,"['germany', 's', 'climate', 'targets', 'at', 'risk', 'after', 'underestimating', 'electricity', 'needs']",10,0,False,Bearish,Neutral
Global Medical REIT adds another bull to its herd,2,9,global medical reit adds another bull to its herd,"['global', 'medical', 'reit', 'adds', 'another', 'bull', 'to', 'its', 'herd']",9,1,False,Bullish,Neutral
Cadbury Candy Maker Sees ‘No Stopping of Growth’ in Demand,2,10,cadbury candy maker sees no stopping of growth in demand,"['cadbury', 'candy', 'maker', 'sees', 'no', 'stopping', 'of', 'growth', 'in', 'demand']",10,0,False,Bearish,Neutral
Australia's Jetstar to cut capacity in January as pilots dispute drags on,2,12,australia's jetstar to cut capacity in january as pilots dispute drags on,"[""australia's"", 'jetstar', 'to', 'cut', 'capacity', 'in', 'january', 'as', 'pilots', 'dispute', 'drags', 'on']",12,0,False,Bearish,Neutral
"Banks will need more capital buffers in a downturn, Rosengren says",2,11,"banks will need more capital buffers in a downturn, rosengren says","['banks', 'will', 'need', 'more', 'capital', 'buffers', 'in', 'a', 'downturn', 'rosengren', 'says']",11,0,False,Bearish,Neutral
Sizing Up the Fed's Historic Coronavirus Crisis Intervention #Samp;P500 #economy #MarketScreener… https://t.co/o4qzaZPUeG,2,12,sizing up the fed's historic coronavirus crisis intervention samp p500 economy marketscreener,"['sizing', 'up', 'the', ""fed's"", 'historic', 'coronavirus', 'crisis', 'intervention', 'samp', 'p500', 'economy', 'marketscreener']",12,0,False,Bearish,Neutral
$RCII: Rent-A-Center provides update - March revenues were off by about 5% versus last year https://t.co/Yh2mZAMlK6,0,16,$RCII rent-a-center provides update - march revenues were off by about 5% versus last year,"['$RCII', 'rent-a-center', 'provides', 'update', '-', 'march', 'revenues', 'were', 'off', 'by', 'about', '5%', 'versus', 'last', 'year']",15,2,False,Neutral,Bearish
Stock Market Update: Weekly jobless claims drop below consensus,1,9,stock market update weekly jobless claims drop below consensus,"['stock', 'market', 'update', 'weekly', 'jobless', 'claims', 'drop', 'below', 'consensus']",9,0,False,Bearish,Bullish
$MKD - Molecular Data Starts U.S. IPO Process. Subscribe to Seeking Alpha for more: https://t.co/On9c78FkzN #economy #trading #business,2,18,$MKD - molecular data starts u.s. ipo process. subscribe to seeking alpha for more economy trading business,"['$MKD', '-', 'molecular', 'data', 'starts', 'u.s', 'ipo', 'process', 'subscribe', 'to', 'seeking', 'alpha', 'for', 'more', 'economy', 'trading', 'business']",17,1,False,Bullish,Neutral
Wall Street bull Jim Paulsen sees the economy getting stronger but warns of coming pain,2,15,wall street bull jim paulsen sees the economy getting stronger but warns of coming pain,"['wall', 'street', 'bull', 'jim', 'paulsen', 'sees', 'the', 'economy', 'getting', 'stronger', 'but', 'warns', 'of', 'coming', 'pain']",15,0,False,Bearish,Neutral
$ENPH - Enphase: Promising Growth Vision. https://t.co/LoJocgYZfq #investing #finance #trading,1,10,$ENPH - enphase promising growth vision. investing finance trading,"['$ENPH', '-', 'enphase', 'promising', 'growth', 'vision', 'investing', 'finance', 'trading']",9,0,False,Bearish,Bullish
Gold Suddenly Hammered By Multi-Billion-Dollar Sale  https://t.co/aZrE20B3DJ,0,7,gold suddenly hammered by multi-billion-dollar sale,"['gold', 'suddenly', 'hammered', 'by', 'multi-billion-dollar', 'sale']",6,1,False,Bullish,Bearish
$CMTL $CMTL $CHL - Comtech +14.5% after order from top Chinese carrier https://t.co/4cqV5fnS1O,1,13,$CMTL $CMTL $CHL - comtech 14.5% after order from top chinese carrier,"['$CMTL', '$CMTL', '$CHL', '-', 'comtech', '14.5%', 'after', 'order', 'from', 'top', 'chinese', 'carrier']",12,0,False,Bearish,Bullish
"India Business Will Show Market-Beating Growth In Next Few Quarters, Says Cipla CEO",1,13,"india business will show market-beating growth in next few quarters, says cipla ceo","['india', 'business', 'will', 'show', 'market-beating', 'growth', 'in', 'next', 'few', 'quarters', 'says', 'cipla', 'ceo']",13,0,False,Bearish,Bullish
OPEC's share of Indian oil imports in October hits lowest since 2011,2,12,opec's share of indian oil imports in october hits lowest since 2011,"[""opec's"", 'share', 'of', 'indian', 'oil', 'imports', 'in', 'october', 'hits', 'lowest', 'since', '2011']",12,1,False,Bullish,Neutral
Istanbul mulls Eurobond issue after banks balk at funding the city https://t.co/ZoZC6W91EV,2,12,istanbul mulls eurobond issue after banks balk at funding the city,"['istanbul', 'mulls', 'eurobond', 'issue', 'after', 'banks', 'balk', 'at', 'funding', 'the', 'city']",11,0,False,Bearish,Neutral
Hedge Funds Aren’t Done Buying California Water Service Group (CWT),1,10,hedge funds aren t done buying california water service group cwt,"['hedge', 'funds', 'aren', 't', 'done', 'buying', 'california', 'water', 'service', 'group', 'cwt']",11,0,False,Bearish,Bullish
Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,0,13,cinedigm corp. analysts are cutting their estimates here's what you need to know,"['cinedigm', 'corp', 'analysts', 'are', 'cutting', 'their', 'estimates', ""here's"", 'what', 'you', 'need', 'to', 'know']",13,2,False,Neutral,Bearish
The SEC issued suspension orders for dental supplier No Borders Inc. and apparel maker Sandy Steele Unlimited Inc.… https://t.co/eb0ZFlNgjl,0,19,the sec issued suspension orders for dental supplier no borders inc. and apparel maker sandy steele unlimited inc.,"['the', 'sec', 'issued', 'suspension', 'orders', 'for', 'dental', 'supplier', 'no', 'borders', 'inc', 'and', 'apparel', 'maker', 'sandy', 'steele', 'unlimited', 'inc']",18,2,False,Neutral,Bearish
EIA Natural Gas Report is due in 5 minutes and the Petroleum Report is due 30 minutes after that.,2,19,eia natural gas report is due in 5 minutes and the petroleum report is due 30 minutes after that.,"['eia', 'natural', 'gas', 'report', 'is', 'due', 'in', '5', 'minutes', 'and', 'the', 'petroleum', 'report', 'is', 'due', '30', 'minutes', 'after', 'that']",19,0,False,Bearish,Neutral
France Won’t Exclude Huawei From 5G Networks: Pannier-Runacher,1,8,france won t exclude huawei from 5g networks pannier-runacher,"['france', 'won', 't', 'exclude', 'huawei', 'from', '5g', 'networks', 'pannier-runacher']",9,2,False,Neutral,Bullish
"ICYMI, @ViacomCBS is now on Nasdaq $VIAC! 

👋 to

@ParamountPics 
@MTV 
@Nickelodeon 
@ComedyCentral 
@BET… https://t.co/phNliFaKzX",2,15,"icymi, is now on nasdaq $VIAC to","['icymi', 'is', 'now', 'on', 'nasdaq', '$VIAC', 'to']",7,1,False,Bullish,Neutral
Novartis to cut 150 jobs at Shanghai site in shift to commercial development,0,13,novartis to cut 150 jobs at shanghai site in shift to commercial development,"['novartis', 'to', 'cut', '150', 'jobs', 'at', 'shanghai', 'site', 'in', 'shift', 'to', 'commercial', 'development']",13,2,False,Neutral,Bearish
$LNVGY - Lenovo Group: Core PC Business Delivers Strong Performance But Future Growth Could Slow. Read more:… https://t.co/iEiRaxz6Sx,2,18,$LNVGY - lenovo group core pc business delivers strong performance but future growth could slow. read more,"['$LNVGY', '-', 'lenovo', 'group', 'core', 'pc', 'business', 'delivers', 'strong', 'performance', 'but', 'future', 'growth', 'could', 'slow', 'read', 'more']",17,1,False,Bullish,Neutral
U.S. total weekly active drilling-rig count unchanged at 790: Baker Hughes,2,11,u.s. total weekly active drilling-rig count unchanged at 790 baker hughes,"['u.s', 'total', 'weekly', 'active', 'drilling-rig', 'count', 'unchanged', 'at', '790', 'baker', 'hughes']",11,1,False,Bullish,Neutral
America’s states are increasing their spending at the fastest pace since the end of the Great Recession https://t.co/TbYaIrKXGO,1,18,america s states are increasing their spending at the fastest pace since the end of the great recession,"['america', 's', 'states', 'are', 'increasing', 'their', 'spending', 'at', 'the', 'fastest', 'pace', 'since', 'the', 'end', 'of', 'the', 'great', 'recession']",18,0,False,Bearish,Bullish
"Stocks indexes edge higher for the day, lower for the week https://t.co/BRAUhY2mLn",2,12,"stocks indexes edge higher for the day, lower for the week","['stocks', 'indexes', 'edge', 'higher', 'for', 'the', 'day', 'lower', 'for', 'the', 'week']",11,0,False,Bearish,Neutral
